currency,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level
USD,Metals & Mining,B,Medium,B,Medium,B,Medium,215,200,200,615,B,Medium
USD,Insurance,B,Medium,B,Medium,BB,Medium,205,260,300,765,BB,Medium
USD,Utilities,A,High,BB,Medium,BB,Medium,585,348,310,1243,A,High
USD,Technology,A,High,BB,Medium,BB,Medium,549,321,330,1200,A,High
USD,Health Care,BBB,High,BB,Medium,BB,Medium,448,303,305,1056,BBB,High
USD,Energy ,A,High,B,Medium,B,Medium,511,225,215,951,BBB,High
USD,"Hotels, Restaurants & Leisure",BB,Medium,B,Medium,B,Medium,305,288,250,843,BB,Medium
USD,Machinery,BBB,High,BB,Medium,BB,Medium,489,349,300,1138,BBB,High
USD,Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High
USD,Technology,BBB,High,BB,Medium,BB,Medium,480,329,320,1129,BBB,High
USD,Energy ,BB,Medium,B,Medium,B,Medium,307,257,255,819,BB,Medium
USD,Aerospace & Defense,B,Medium,B,Medium,B,Medium,225,203,205,633,B,Medium
